Date & Time     	Message                                                         	Type	Detail	Source      	Process	Thread	ERROR_CODE	CHARACTER_ID	PLAYER_ID	LEADER_CHARACTER_ID	LEADER_PLAYER_ID	MAP_GAME_ID	MAP_INSTANCE_ID	CLAN_ID	GAME_EVENT_ID	CHAT_CH_TYPE	CHAT_CH_ID	ACCOUNT_ID	HANDLE	MATCH_ID	MATCH_QUEUE_ID
23-04-2024 01:37:58.214	Connected to 20.55.234.140:9000                                 	0	8	Unknown     	3764	17016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 01:53:35.040	Connected to 162.244.55.156:9213                                	0	8	Unknown     	3764	8724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:19:39.463	Thread ended: PackSession                                       	3	8	Unknown     	3764	8724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:19:39.463	CPackSocket PackThread exit                                     	3	4	Unknown     	3764	24840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:19:39.463	Thread ended: PackSocketIO                                      	3	8	Unknown     	3764	24840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:26:18.845	CFcSocket::SetSockError [10060]                                 	3	1	Unknown     	3764	14284	10060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:26:18.845	CFcSocket receive WaitForWrite timeout                          	3	8	Unknown     	3764	14284	10060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:26:18.845	CFcSocket receive connect error                                 	3	8	Unknown     	3764	14284	10060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:26:18.845	CPackSession: Connection to 172.178.79.125:9102 failed (10060)  	1	8	Unknown     	3764	14284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:26:18.845	Thread ended: PackSession                                       	3	8	Unknown     	3764	14284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:31:15.240	Unable to load SkeletalMeshComponent None                       	3	8	Unknown     	3764	9100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:43:27.753	Unable to load SkeletalMeshComponent None                       	3	8	Unknown     	3764	9100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:46:21.713	Unable to load SkeletalMeshComponent None                       	3	8	Unknown     	3764	9100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:50:28.297	Unable to load SkeletalMeshComponent None                       	3	8	Unknown     	3764	9100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:53:01.846	Unable to load SkeletalMeshComponent None                       	3	8	Unknown     	3764	9100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:54:45.676	Unable to load SkeletalMeshComponent None                       	3	8	Unknown     	3764	9100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:56:36.730	Unable to load SkeletalMeshComponent None                       	3	8	Unknown     	3764	9100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 02:58:41.391	Unable to load SkeletalMeshComponent None                       	3	8	Unknown     	3764	9100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 03:01:56.400	Unable to load SkeletalMeshComponent None                       	3	8	Unknown     	3764	9100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 03:05:12.658	Thread ended: HiRezTrayPopup                                    	3	8	Unknown     	3764	5888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 03:14:43.125	CFcSocket::SetSockError [10060]                                 	3	1	Unknown     	3764	6072	10060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 03:14:43.125	CFcSocket receive WaitForWrite timeout                          	3	8	Unknown     	3764	6072	10060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 03:14:43.125	CFcSocket receive connect error                                 	3	8	Unknown     	3764	6072	10060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 03:14:43.125	CPackSession: Connection to 162.244.55.200:9102 failed (10060)  	1	8	Unknown     	3764	6072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 03:14:43.125	Thread ended: PackSession                                       	3	8	Unknown     	3764	6072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 03:14:54.521	Thread ended: HiRezTrayPopup                                    	3	8	Unknown     	3764	2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 03:39:00.272	Thread ended: MctsPing                                          	3	8	Unknown     	3764	25308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 03:39:00.335	Thread ended: PackSession                                       	3	8	Unknown     	3764	17016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 03:39:00.335	CPackSocket PackThread exit                                     	3	4	Unknown     	3764	11864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-04-2024 03:39:00.335	Thread ended: PackSocketIO                                      	3	8	Unknown     	3764	11864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
End
